Year,State,AvgObesity,PopulationTotal,PopulationObese
2011,Arizona,24.97,6473497,1616432
2012,Arizona,28.33,6556629,1857493
2013,Arizona,30.7,6634999,2036945
2014,Arizona,29.13,6733840,1961568
2015,Arizona,27.93,6833596,1908623
2016,Arizona,30.43,6945452,2113501
2017,Arizona,30.34,7048876,2138629
2018,Arizona,30.17,7171646,2163686
