Year,State,AvgObesity,PopulationTotal,PopulationObese
2011,Georgia,22.99,9801578,2253383
2012,Georgia,25.85,9901496,2559537
2013,Georgia,30.1,9973326,3001971
2014,Georgia,24.3,10069001,2446767
2015,Georgia,25.86,10181111,2632835
2016,Georgia,25.2,10304763,2596800
2017,Georgia,30.6,10413055,3186395
2018,Georgia,27.05,10519475,2845518
