Year,State,AvgObesity,PopulationTotal,PopulationObese
2011,Illinois,25.68,12867291,3304320
2012,Illinois,24.36,12884119,3138571
2013,Illinois,27.2,12898269,3508329
2014,Illinois,26.5,12888962,3415575
2015,Illinois,27.88,12864342,3586579
2016,Illinois,27.64,12826895,3545354
2017,Illinois,26.4,12786196,3375556
2018,Illinois,29.78,12741080,3794294
