Year,State,AvgObesity,PopulationTotal,PopulationObese
2011,Nebraska,27.83,1840538,512222
2012,Nebraska,28.79,1853323,533572
2013,Nebraska,29.77,1865414,555334
2014,Nebraska,35.95,1879522,675688
2015,Nebraska,32.05,1891507,606228
2016,Nebraska,31.35,1905924,597507
2017,Nebraska,31.82,1917575,610172
2018,Nebraska,33.32,1929268,642832
